RecipeName,RecipeDescription,RecipeId
Mni/B.M.T.        ,B.M.T. Mini                               ,3685
Six/B.M.T.        ,B.M.T. 6 inch                             ,3686
Sld/B.M.T.        ,B.M.T. Salad                              ,3687
BxL/Club          ,Subway Club BoxLn                         ,3688
fBd/Club          ,Subway Club FlatBd                        ,3689
FBx/Club          ,Subway Club FBxLun                        ,3690
FfB/Club          ,Subway Club FtFbd                         ,3691
FtL/Club          ,Subway Club FtLong                        ,3692
Mni/Club          ,Subway Club Mini                          ,3693
Six/Club          ,Subway Club 6 inch                        ,3694
Sld/Club          ,Subway Club Salad                         ,3695
BxL/Steak         ,Steak & Chse BoxLn                        ,3696
fBd/Steak         ,Steak & Chse FlatBd                       ,3697
FBx/Steak         ,Steak & Chse FBxLun                       ,3698
FfB/Steak         ,Steak & Chse FtFbd                        ,3699
FtL/Steak         ,Steak & Chse FtLong                       ,3700
Mni/Steak         ,Steak & Chse Mini                         ,3701
Six/Steak         ,Steak & Chse 6 inch                       ,3702
Sld/Steak         ,Steak & Chse Salad                        ,3703
BxL/ChxTry        ,Chicken Teriyaki BoxLn                    ,3704
fBd/ChxTry        ,Chicken Teriyaki FlatBd                   ,3705
FBx/ChxTry        ,Chicken Teriyaki FBxLun                   ,3706
FfB/ChxTry        ,Chicken Teriyaki FtFbd                    ,3707
FtL/ChxTry        ,Chicken Teriyaki FtLong                   ,3708
Mni/ChxTry        ,Chicken Teriyaki Mini                     ,3709
Six/ChxTry        ,Chicken Teriyaki 6 inch                   ,3710
Sld/ChxTry        ,Chicken Teriyaki Salad                    ,3711
BxL/Melt          ,Subway Melt BoxLn                         ,3712
fBd/Melt          ,Subway Melt FlatBd                        ,3713
FBx/Melt          ,Subway Melt FBxLun                        ,3714
FfB/Melt          ,Subway Melt FtFbd                         ,3715
FtL/Melt          ,Subway Melt FtLong                        ,3716
Mni/Melt          ,Subway Melt Mini                          ,3717
Six/Melt          ,Subway Melt 6 inch                        ,3718
Sld/Melt          ,Subway Melt Salad                         ,3719
BxL/Tuna          ,Tuna BoxLn                                ,3720
fBd/Tuna          ,Tuna FlatBd                               ,3721
FBx/Tuna          ,Tuna FBxLun                               ,3722
FfB/Tuna          ,Tuna FtFbd                                ,3723
FtL/Tuna          ,Tuna FtLong                               ,3724
Mni/Tuna          ,Tuna Mini                                 ,3725
Six/Tuna          ,Tuna 6 inch                               ,3726
Sld/Tuna          ,Tuna Salad                                ,3727
BxL/RstChx        ,Rst Chicken BoxLn                         ,3728
fBd/RstChx        ,Rst Chicken FlatBd                        ,3729
FBx/RstChx        ,Rst Chicken FBxLun                        ,3730
FfB/RstChx        ,Rst Chicken FtFbd                         ,3731
FtL/RstChx        ,Rst Chicken FtLong                        ,3732
Mni/RstChx        ,Rst Chicken Mini                          ,3733
Six/RstChx        ,Rst Chicken 6 inch                        ,3734
Sld/RstChx        ,Rst Chicken Salad                         ,3735
BxL/Ham           ,Ham BoxLn                                 ,3736
fBd/Ham           ,Ham FlatBd                                ,3737
FBx/Ham           ,Ham FBxLun                                ,3738
FfB/Ham           ,Ham FtFbd                                 ,3739
FtL/Ham           ,Ham FtLong                                ,3740
Mni/Ham           ,Ham Mini                                  ,3741
Six/Ham           ,Ham 6 inch                                ,3742
Sld/Ham           ,Ham Salad                                 ,3743
BxL/RstBf         ,Roast Beef BoxLn                          ,3744
fBd/RstBf         ,Roast Beef FlatBd                         ,3745
FBx/RstBf         ,Roast Beef FBxLun                         ,3746
FfB/RstBf         ,Roast Beef FtFbd                          ,3747
FtL/RstBf         ,Roast Beef FtLong                         ,3748
Mni/RstBf         ,Roast Beef Mini                           ,3749
Six/RstBf         ,Roast Beef 6 inch                         ,3750
Sld/RstBf         ,Roast Beef Salad                          ,3751
BxL/Turkey        ,Turkey BoxLn                              ,3752
fBd/Turkey        ,Turkey FlatBd                             ,3753
FBx/Turkey        ,Turkey FBxLun                             ,3754
FfB/Turkey        ,Turkey FtFbd                              ,3755
FtL/Turkey        ,Turkey FtLong                             ,3756
Mni/Turkey        ,Turkey Mini                               ,3757
Six/Turkey        ,Turkey 6 inch                             ,3758
Sld/Turkey        ,Turkey Salad                              ,3759
BxL/Veggie        ,Veggie Delite BoxLn                       ,3760
fBd/Veggie        ,Veggie Delite FlatBd                      ,3761
FBx/Veggie        ,Veggie Delite FBxLun                      ,3762
FfB/Veggie        ,Veggie Delite FtFbd                       ,3763
FtL/Veggie        ,Veggie Delite FtLong                      ,3764
Mni/Veggie        ,Veggie Delite Mini                        ,3765
Six/Veggie        ,Veggie Delite 6 inch                      ,3766
Sld/Veggie        ,Veggie Delite Salad                       ,3767
BxL/Meatbl        ,Meatball BoxLn                            ,3768
fBd/Meatbl        ,Meatball FlatBd                           ,3769
FBx/Meatbl        ,Meatball FBxLun                           ,3770
FfB/Meatbl        ,Meatball FtFbd                            ,3771
FtL/Meatbl        ,Meatball FtLong                           ,3772
Mni/Meatbl        ,Meatball Mini                             ,3773
Six/Meatbl        ,Meatball 6 inch                           ,3774
Sld/Meatbl        ,Meatball Salad                            ,3775
H12/12Tea         ,12oz Tea 12Hot                            ,3776
ad6/B.M.T.        ,B.M.T. Add6in                             ,3777
dm6/B.M.T.        ,B.M.T. Extr6                              ,3778
adF/B.M.T.        ,B.M.T. AddFt                              ,3779
dmF/B.M.T.        ,B.M.T. ExtrFT                             ,3780
ad6/B.M.T.        ,B.M.T. Add6in                             ,3781
dm6/B.M.T.        ,B.M.T. Extr6                              ,3782
adF/Club          ,Subway Club AddFt                         ,3783
dmF/Club          ,Subway Club ExtrFT                        ,3784
ad6/Club          ,Subway Club Add6in                        ,3785
dm6/Club          ,Subway Club Extr6                         ,3786
adF/Steak         ,Steak & Chse AddFt                        ,3787
dmF/Steak         ,Steak & Chse ExtrFT                       ,3788
dm6/Steak         ,Steak & Chse Extr6                        ,3789
ad6/Steak         ,Steak & Chse Add6in                       ,3790
adF/ChxTry        ,Chicken Teriyaki AddFt                    ,3791
dmF/ChxTry        ,Chicken Teriyaki ExtrFT                   ,3792
ad6/ChxTry        ,Chicken Teriyaki Add6in                   ,3793
dm6/ChxTry        ,Chicken Teriyaki Extr6                    ,3794
dmF/Tuna          ,Tuna ExtrFT                               ,3795
adF/Tuna          ,Tuna AddFt                                ,3796
dm6/Tuna          ,Tuna Extr6                                ,3797
ad6/Tuna          ,Tuna Add6in                               ,3798
adF/RstChx        ,Rst Chicken AddFt                         ,3799
dmF/RstChx        ,Rst Chicken ExtrFT                        ,3800
ad6/RstChx        ,Rst Chicken Add6in                        ,3801
dm6/RstChx        ,Rst Chicken Extr6                         ,3802
adF/Ham           ,Ham AddFt                                 ,3803
dmF/Ham           ,Ham ExtrFT                                ,3804
ad6/Ham           ,Ham Add6in                                ,3805
dm6/Ham           ,Ham Extr6                                 ,3806
#NOM?,Ham Portn                                 ,3807
adF/RstBf         ,Roast Beef AddFt                          ,3808
dmF/RstBf         ,Roast Beef ExtrFT                         ,3809
dm6/RstBf         ,Roast Beef Extr6                          ,3810
ad6/RstBf         ,Roast Beef Add6in                         ,3811
#NOM?,Roast Beef Portn                          ,3812
adF/Turkey        ,Turkey AddFt                              ,3813
dmF/Turkey        ,Turkey ExtrFT                             ,3814
dm6/Turkey        ,Turkey Extr6                              ,3815
ad6/Turkey        ,Turkey Add6in                             ,3816
#NOM?,Turkey Portn                              ,3817
dmF/Meatbl        ,Meatball ExtrFT                           ,3818
adF/Meatbl        ,Meatball AddFt                            ,3819
ad6/Meatbl        ,Meatball Add6in                           ,3820
dm6/Meatbl        ,Meatball Extr6                            ,3821
#NOM?,Meatball Portn                            ,3822
Sid/GrpCup        ,Delmonte Grape Fruit Cup Side             ,3823
Sid/HyDCup        ,Delmonte Honeydew Fruit  Side             ,3824
Sid/MngCup        ,Delmonte Mango Fruit Cup Side             ,3825
Sid/PnaCup        ,Delmonte Pineapple FrtCu Side             ,3826
Sid/VegCup        ,Delmonte Veggie Cup Side                  ,3827
Sid/WmlCup        ,Delmonte WatermelonFtCup Side             ,3828
Sid/StwBlu        ,Strawberries & Blueberri Side             ,3829
Sid/HFruit        ,Hand Fruit Side                           ,3830
dm6/RstChxAvo     ,Rst Chicken Avo Extr6                     ,3831
ad6/RstChxAvo     ,Rst Chicken Avo Add6in                    ,3832
dmF/RstChxAvo     ,Rst Chicken Avo ExtrFT                    ,3833
3Bf/Plain         ,Plain 3BkfFb                              ,3834
H12/CoffSS        ,Coffee Single Serve 12Hot                 ,3835
dmF/TkHSpA        ,Turkey & Ham Spinach Avo ExtrFT           ,3836
dm6/TkHSpA        ,Turkey & Ham Spinach Avo Extr6            ,3837
BxL/StBcnM        ,Steak & Bacon Melt BoxLn                  ,3838
fBd/StBcnM        ,Steak & Bacon Melt FlatBd                 ,3839
FBx/StBcnM        ,Steak & Bacon Melt FBxLun                 ,3840
FfB/StBcnM        ,Steak & Bacon Melt FtFbd                  ,3841
FtL/StBcnM        ,Steak & Bacon Melt FtLong                 ,3842
Mni/StBcnM        ,Steak & Bacon Melt Mini                   ,3843
Six/StBcnM        ,Steak & Bacon Melt 6 inch                 ,3844
Sld/StBcnM        ,Steak & Bacon Melt Salad                  ,3845
Wrp/StBcnM        ,Steak & Bacon Melt Wrap                   ,3846
adF/StBcnM        ,Steak & Bacon Melt AddFt                  ,3847
dmF/StBcnM        ,Steak & Bacon Melt ExtrFT                 ,3848
ad6/StBcnM        ,Steak & Bacon Melt Add6in                 ,3849
dm6/StBcnM        ,Steak & Bacon Melt Extr6                  ,3850
#NOM?,Steak & Bacon Melt Portn                  ,3851
Sid/Yogurt        ,Yogurt Side                               ,3852
BxL/OvBrCh        ,Oven Breaded Chicken BoxLn                ,3853
fBd/OvBrCh        ,Oven Breaded Chicken FlatBd               ,3854
FBx/OvBrCh        ,Oven Breaded Chicken FBxLun               ,3855
FfB/OvBrCh        ,Oven Breaded Chicken FtFbd                ,3856
FtL/OvBrCh        ,Oven Breaded Chicken FtLong               ,3857
Six/OvBrCh        ,Oven Breaded Chicken 6 inch               ,3858
Sld/OvBrCh        ,Oven Breaded Chicken Salad                ,3859
adF/OvBrCh        ,Oven Breaded Chicken AddFt                ,3860
dmF/OvBrCh        ,Oven Breaded Chicken ExtrFT               ,3861
dm6/OvBrCh        ,Oven Breaded Chicken Extr6                ,3862
ad6/OvBrCh        ,Oven Breaded Chicken Add6in               ,3863
#NOM?,Oven Breaded Chicken Portn                ,3864
ICr/16Flot        ,GR 16oz Float Ice Cream                   ,3865
ICr/21Flot        ,GR 21oz Float Ice Cream                   ,3866
ICr/32Flot        ,GR 32oz Float Ice Cream                   ,3867
ICr/16Frez        ,GR 16oz Freeze Ice Cream                  ,3868
ICr/21Frez        ,GR 21oz Freeze Ice Cream                  ,3869
ICr/32Frez        ,GR 32oz Freeze Ice Cream                  ,3870
ICr/16Malt        ,GR 16oz Malt Ice Cream                    ,3871
ICr/21Malt        ,GR 21oz Malt Ice Cream                    ,3872
ICr/32Malt        ,GR 32oz Malt Ice Cream                    ,3873
ICr/16Shak        ,GR 16oz Shake Ice Cream                   ,3874
ICr/21Shak        ,GR 21oz Shake Ice Cream                   ,3875
ICr/32Shak        ,GR 32oz Shake Ice Cream                   ,3876
ICr/GRWaff        ,GR Waffle Cone Ice Cream                  ,3877
BxL/ClubTh        ,Subway Club Thin Sliced BoxLn             ,3878
fBd/ClubTh        ,Subway Club Thin Sliced FlatBd            ,3879
FBx/ClubTh        ,Subway Club Thin Sliced FBxLun            ,3880
FfB/ClubTh        ,Subway Club Thin Sliced FtFbd             ,3881
FtL/ClubTh        ,Subway Club Thin Sliced FtLong            ,3882
Mni/ClubTh        ,Subway Club Thin Sliced Mini              ,3883
Six/ClubTh        ,Subway Club Thin Sliced 6 inch            ,3884
Sld/ClubTh        ,Subway Club Thin Sliced Salad             ,3885
ad6/ClubTh        ,Subway Club Thin Sliced Add6in            ,3886
dm6/ClubTh        ,Subway Club Thin Sliced Extr6             ,3887
adF/ClubTh        ,Subway Club Thin Sliced AddFt             ,3888
dmF/ClubTh        ,Subway Club Thin Sliced ExtrFT            ,3889
BxL/Spicy         ,Spicy Italian BoxLn                       ,3890
fBd/Spicy         ,Spicy Italian FlatBd                      ,3891
FBx/Spicy         ,Spicy Italian FBxLun                      ,3892
FfB/Spicy         ,Spicy Italian FtFbd                       ,3893
FtL/Spicy         ,Spicy Italian FtLong                      ,3894
Six/Spicy         ,Spicy Italian 6 inch                      ,3895
Sld/Spicy         ,Spicy Italian Salad                       ,3896
adF/Spicy         ,Spicy Italian AddFt                       ,3897
dmF/Spicy         ,Spicy Italian ExtrFT                      ,3898
dm6/Spicy         ,Spicy Italian Extr6                       ,3899
ad6/Spicy         ,Spicy Italian Add6in                      ,3900
fBd/VegPty        ,Veggie Patty FlatBd                       ,3901
FfB/VegPty        ,Veggie Patty FtFbd                        ,3902
FtL/VegPty        ,Veggie Patty FtLong                       ,3903
Six/VegPty        ,Veggie Patty 6 inch                       ,3904
Sld/VegPty        ,Veggie Patty Salad                        ,3905
adF/VegPty        ,Veggie Patty AddFt                        ,3906
dmF/VegPty        ,Veggie Patty ExtrFT                       ,3907
ad6/VegPty        ,Veggie Patty Add6in                       ,3908
dm6/VegPty        ,Veggie Patty Extr6                        ,3909
#NOM?,Veggie Patty Portn                        ,3910
BxL/Seafd         ,Seafood Sensation BoxLn                   ,3911
fBd/Seafd         ,Seafood Sensation FlatBd                  ,3912
FBx/Seafd         ,Seafood Sensation FBxLun                  ,3913
FfB/Seafd         ,Seafood Sensation FtFbd                   ,3914
FtL/Seafd         ,Seafood Sensation FtLong                  ,3915
Six/Seafd         ,Seafood Sensation 6 inch                  ,3916
Sld/Seafd         ,Seafood Sensation Salad                   ,3917
adF/Seafd         ,Seafood Sensation AddFt                   ,3918
dmF/Seafd         ,Seafood Sensation ExtrFT                  ,3919
dm6/Seafd         ,Seafood Sensation Extr6                   ,3920
ad6/Seafd         ,Seafood Sensation Add6in                  ,3921
#NOM?,Seafood Sensation Portn                   ,3922
fBd/BLT           ,BLT FlatBd                                ,3923
FfB/BLT           ,BLT FtFbd                                 ,3924
FtL/BLT           ,BLT FtLong                                ,3925
Mni/BLT           ,BLT Mini                                  ,3926
Six/BLT           ,BLT 6 inch                                ,3927
Sld/BLT           ,BLT Salad                                 ,3928
adF/BLT           ,BLT AddFt                                 ,3929
dmF/BLT           ,BLT ExtrFT                                ,3930
dm6/BLT           ,BLT Extr6                                 ,3931
ad6/BLT           ,BLT Add6in                                ,3932
ICr/SmBnSp        ,GR Sm Banana Split Ice Cream              ,3933
ICr/LgBnSp        ,GR Lg Banana Split Ice Cream              ,3934
ICr/PtICr         ,Pint Ice Cream Ice Cream                  ,3935
ICr/ICSand        ,IC Sandwich Ice Cream                     ,3936
ICr/ICTopp        ,IC Topping Add On Ice Cream               ,3937
fBd/FishFl        ,Fish Fillet FlatBd                        ,3938
FfB/FishFl        ,Fish Fillet FtFbd                         ,3939
FtL/FishFl        ,Fish Fillet FtLong                        ,3940
Mni/FishFl        ,Fish Fillet Mini                          ,3941
Six/FishFl        ,Fish Fillet 6 inch                        ,3942
Sld/FishFl        ,Fish Fillet Salad                         ,3943
dmF/FishFl        ,Fish Fillet ExtrFT                        ,3944
adF/FishFl        ,Fish Fillet AddFt                         ,3945
ad6/FishFl        ,Fish Fillet Add6in                        ,3946
dm6/FishFl        ,Fish Fillet Extr6                         ,3947
#NOM?,Fish Fillet Portn                         ,3948
3Bf/EggChs        ,Egg & Cheese 3BkfFb                       ,3949
6Bf/EggChs        ,Egg & Cheese 6BkfFb                       ,3950
Bkf/EggChs        ,Egg & Cheese FtbkFb                       ,3951
FbK/EggChs        ,Egg & Cheese Ftbk                         ,3952
3Bf/StkEgg        ,"Stk, Egg & Chs 3BkfFb                     ",3953
6Bf/StkEgg        ,"Stk, Egg & Chs 6BkfFb                     ",3954
Bkf/StkEgg        ,"Stk, Egg & Chs FtbkFb                     ",3955
FbK/StkEgg        ,"Stk, Egg & Chs Ftbk                       ",3956
3Bf/BcnEgg        ,Bacon Egg & Cheese 3BkfFb                 ,3957
6Bf/BcnEgg        ,Bacon Egg & Cheese 6BkfFb                 ,3958
Bkf/BcnEgg        ,Bacon Egg & Cheese FtbkFb                 ,3959
FbK/BcnEgg        ,Bacon Egg & Cheese Ftbk                   ,3960
Piz/ChPiza        ,Cheese Pizza Pizza                        ,3961
Piz/PpPiza        ,Pepperoni Pizza Pizza                     ,3962
Piz/MbPiza        ,Meatball Pizza Pizza                      ,3963
Piz/VgPiza        ,Veggie Pizza Pizza                        ,3964
21oz21CDrk        ,21oz Carbonated Fountain 21Fnt            ,3965
16oz16CDrk        ,16oz Fountain Drink 16Fnt                 ,3966
fBd/BStkBc        ,BBQSteakBacon FlatBd                      ,3967
FfB/BStkBc        ,BBQSteakBacon FtFbd                       ,3968
FtL/BStkBc        ,BBQSteakBacon FtLong                      ,3969
Six/BStkBc        ,BBQSteakBacon 6 inch                      ,3970
Sld/BStkBc        ,BBQSteakBacon Salad                       ,3971
ad6/BStkBc        ,BBQSteakBacon Add6in                      ,3972
dm6/BStkBc        ,BBQSteakBacon Extr6                       ,3973
dmF/BStkBc        ,BBQSteakBacon ExtrFT                      ,3974
adF/BStkBc        ,BBQSteakBacon AddFt                       ,3975
ICr/16OCas        ,GR 16oz Orange Casanova Ice Cream         ,3976
ICr/21OCas        ,GR 21oz Orange Casanova Ice Cream         ,3977
ICr/32OCas        ,GR 32oz Orange Casanova Ice Cream         ,3978
Btl/BotMlk250     ,BotMlk250 BtlDrk                          ,3979
ad6/Colesw        ,Coleslaw Add6in                           ,3980
adF/Colesw        ,Coleslaw AddFt                            ,3981
Del/RstBf         ,Roast Beef Deli                           ,3982
DeB/EggChs        ,Egg & Cheese BkfDel                       ,3983
DeB/HamEgg        ,Ham & Egg BkfDel                          ,3984
DeB/BcnEgg        ,Bacon Egg & Cheese BkfDel                 ,3985
DeB/BkfBMT        ,Bkfst BMT BkfDel                          ,3986
DeB/SunOme        ,Sunrise Omlt BkfDel                       ,3987
DeB/Mega          ,Mega Omlet BkfDel                         ,3988
DeB/SsgEgg        ,Sausage & Egg BkfDel                      ,3989
DeB/StkEgg        ,"Stk, Egg & Chs BkfDel                     ",3990
BxL/Ham           ,Ham BoxLn                                 ,3991
fBd/Ham           ,Ham FlatBd                                ,3992
FBx/Ham           ,Ham FBxLun                                ,3993
FfB/Ham           ,Ham FtFbd                                 ,3994
FtL/Ham           ,Ham FtLong                                ,3995
Mni/Ham           ,Ham Mini                                  ,3996
Six/Ham           ,Ham 6 inch                                ,3997
Sld/Ham           ,Ham Salad                                 ,3998
Wrp/Ham           ,Ham Wrap                                  ,3999
adF/Ham           ,Ham AddFt                                 ,4000
dmF/Ham           ,Ham ExtrFT                                ,4001
dm6/Ham           ,Ham Extr6                                 ,4002
ad6/Ham           ,Ham Add6in                                ,4003
#NOM?,Ham Portn                                 ,4004
BxL/Turkey        ,Turkey BoxLn                              ,4005
fBd/Turkey        ,Turkey FlatBd                             ,4006
FBx/Turkey        ,Turkey FBxLun                             ,4007
FfB/Turkey        ,Turkey FtFbd                              ,4008
FtL/Turkey        ,Turkey FtLong                             ,4009
Mni/Turkey        ,Turkey Mini                               ,4010
Six/Turkey        ,Turkey 6 inch                             ,4011
Sld/Turkey        ,Turkey Salad                              ,4012
Wrp/Turkey        ,Turkey Wrap                               ,4013
adF/Turkey        ,Turkey AddFt                              ,4014
dmF/Turkey        ,Turkey ExtrFT                             ,4015
dm6/Turkey        ,Turkey Extr6                              ,4016
ad6/Turkey        ,Turkey Add6in                             ,4017
#NOM?,Turkey Portn                              ,4018
Sld/Ham           ,Ham Salad                                 ,4019
BxL/RstBf         ,Roast Beef BoxLn                          ,4020
fBd/RstBf         ,Roast Beef FlatBd                         ,4021
FBx/RstBf         ,Roast Beef FBxLun                         ,4022
FfB/RstBf         ,Roast Beef FtFbd                          ,4023
FtL/RstBf         ,Roast Beef FtLong                         ,4024
Mni/RstBf         ,Roast Beef Mini                           ,4025
Six/RstBf         ,Roast Beef 6 inch                         ,4026
Sld/RstBf         ,Roast Beef Salad                          ,4027
Wrp/RstBf         ,Roast Beef Wrap                           ,4028
adF/RstBf         ,Roast Beef AddFt                          ,4029
dmF/RstBf         ,Roast Beef ExtrFT                         ,4030
ad6/RstBf         ,Roast Beef Add6in                         ,4031
dm6/RstBf         ,Roast Beef Extr6                          ,4032
#NOM?,Roast Beef Portn                          ,4033
BxL/Tuna          ,Tuna BoxLn                                ,4034
fBd/Tuna          ,Tuna FlatBd                               ,4035
FBx/Tuna          ,Tuna FBxLun                               ,4036
FfB/Tuna          ,Tuna FtFbd                                ,4037
FtL/Tuna          ,Tuna FtLong                               ,4038
Mni/Tuna          ,Tuna Mini                                 ,4039
Six/Tuna          ,Tuna 6 inch                               ,4040
Sld/Tuna          ,Tuna Salad                                ,4041
Wrp/Tuna          ,Tuna Wrap                                 ,4042
adF/Tuna          ,Tuna AddFt                                ,4043
dmF/Tuna          ,Tuna ExtrFT                               ,4044
ad6/Tuna          ,Tuna Add6in                               ,4045
dm6/Tuna          ,Tuna Extr6                                ,4046
#NOM?,Tuna Portn                                ,4047
fBd/Steak         ,Steak & Chse FlatBd                       ,4048
FfB/Steak         ,Steak & Chse FtFbd                        ,4049
FtL/Steak         ,Steak & Chse FtLong                       ,4050
Six/Steak         ,Steak & Chse 6 inch                       ,4051
Sld/Steak         ,Steak & Chse Salad                        ,4052
Wrp/Steak         ,Steak & Chse Wrap                         ,4053
adF/Steak         ,Steak & Chse AddFt                        ,4054
dmF/Steak         ,Steak & Chse ExtrFT                       ,4055
dm6/Steak         ,Steak & Chse Extr6                        ,4056
ad6/Steak         ,Steak & Chse Add6in                       ,4057
#NOM?,Steak & Chse Portn                        ,4058
BxL/ChxTry        ,Chicken Teriyaki BoxLn                    ,4059
fBd/ChxTry        ,Chicken Teriyaki FlatBd                   ,4060
FBx/ChxTry        ,Chicken Teriyaki FBxLun                   ,4061
FfB/ChxTry        ,Chicken Teriyaki FtFbd                    ,4062
FtL/ChxTry        ,Chicken Teriyaki FtLong                   ,4063
Mni/ChxTry        ,Chicken Teriyaki Mini                     ,4064
Six/ChxTry        ,Chicken Teriyaki 6 inch                   ,4065
Sld/ChxTry        ,Chicken Teriyaki Salad                    ,4066
adF/ChxTry        ,Chicken Teriyaki AddFt                    ,4067
dmF/ChxTry        ,Chicken Teriyaki ExtrFT                   ,4068
dm6/ChxTry        ,Chicken Teriyaki Extr6                    ,4069
ad6/ChxTry        ,Chicken Teriyaki Add6in                   ,4070
#NOM?,Chicken Teriyaki Portn                    ,4071
fBd/RstChx        ,Rst Chicken FlatBd                        ,4072
FfB/RstChx        ,Rst Chicken FtFbd                         ,4073
FtL/RstChx        ,Rst Chicken FtLong                        ,4074
Six/RstChx        ,Rst Chicken 6 inch                        ,4075
Sld/RstChx        ,Rst Chicken Salad                         ,4076
adF/RstChx        ,Rst Chicken AddFt                         ,4077
dmF/RstChx        ,Rst Chicken ExtrFT                        ,4078
dm6/RstChx        ,Rst Chicken Extr6                         ,4079
ad6/RstChx        ,Rst Chicken Add6in                        ,4080
#NOM?,Rst Chicken Portn                         ,4081
fBd/Meatbl        ,Meatball FlatBd                           ,4082
FfB/Meatbl        ,Meatball FtFbd                            ,4083
FtL/Meatbl        ,Meatball FtLong                           ,4084
Six/Meatbl        ,Meatball 6 inch                           ,4085
Sld/Meatbl        ,Meatball Salad                            ,4086
adF/Meatbl        ,Meatball AddFt                            ,4087
dmF/Meatbl        ,Meatball ExtrFT                           ,4088
dm6/Meatbl        ,Meatball Extr6                            ,4089
ad6/Meatbl        ,Meatball Add6in                           ,4090
#NOM?,Meatball Portn                            ,4091
BxL/B.M.T.        ,B.M.T. BoxLn                              ,4092
fBd/B.M.T.        ,B.M.T. FlatBd                             ,4093
FBx/B.M.T.        ,B.M.T. FBxLun                             ,4094
FfB/B.M.T.        ,B.M.T. FtFbd                              ,4095
FtL/B.M.T.        ,B.M.T. FtLong                             ,4096
Six/B.M.T.        ,B.M.T. 6 inch                             ,4097
Sld/B.M.T.        ,B.M.T. Salad                              ,4098
Wrp/ChxTry        ,Chicken Teriyaki Wrap                     ,4099
Wrp/ChxTry        ,Chicken Teriyaki Wrap                     ,4100
Wrp/RstChx        ,Rst Chicken Wrap                          ,4101
Wrp/Meatbl        ,Meatball Wrap                             ,4102
Wrp/B.M.T.        ,B.M.T. Wrap                               ,4103
adF/B.M.T.        ,B.M.T. AddFt                              ,4104
dmF/B.M.T.        ,B.M.T. ExtrFT                             ,4105
dm6/B.M.T.        ,B.M.T. Extr6                              ,4106
ad6/B.M.T.        ,B.M.T. Add6in                             ,4107
BxL/Melt          ,Subway Melt BoxLn                         ,4108
fBd/Melt          ,Subway Melt FlatBd                        ,4109
FBx/Melt          ,Subway Melt FBxLun                        ,4110
FfB/Melt          ,Subway Melt FtFbd                         ,4111
FtL/Melt          ,Subway Melt FtLong                        ,4112
Six/Melt          ,Subway Melt 6 inch                        ,4113
Sld/Melt          ,Subway Melt Salad                         ,4114
adF/Melt          ,Subway Melt AddFt                         ,4115
dmF/Melt          ,Subway Melt ExtrFT                        ,4116
dm6/Melt          ,Subway Melt Extr6                         ,4117
ad6/Melt          ,Subway Melt Add6in                        ,4118
BxL/Club          ,Subway Club BoxLn                         ,4119
fBd/Club          ,Subway Club FlatBd                        ,4120
FBx/Club          ,Subway Club FBxLun                        ,4121
FfB/Club          ,Subway Club FtFbd                         ,4122
FtL/Club          ,Subway Club FtLong                        ,4123
Six/Club          ,Subway Club 6 inch                        ,4124
Sld/Club          ,Subway Club Salad                         ,4125
Wrp/Melt          ,Subway Melt Wrap                          ,4126
Wrp/Club          ,Subway Club Wrap                          ,4127
adF/Club          ,Subway Club AddFt                         ,4128
dmF/Club          ,Subway Club ExtrFT                        ,4129
dm6/Club          ,Subway Club Extr6                         ,4130
ad6/Club          ,Subway Club Add6in                        ,4131
BxL/Veggie        ,Veggie Delite BoxLn                       ,4132
fBd/Veggie        ,Veggie Delite FlatBd                      ,4133
FBx/Veggie        ,Veggie Delite FBxLun                      ,4134
FfB/Veggie        ,Veggie Delite FtFbd                       ,4135
FtL/Veggie        ,Veggie Delite FtLong                      ,4136
Mni/Veggie        ,Veggie Delite Mini                        ,4137
Six/Veggie        ,Veggie Delite 6 inch                      ,4138
Sld/Veggie        ,Veggie Delite Salad                       ,4139
BxL/TrkyHm        ,Turkey & Ham BoxLn                        ,4140
fBd/TrkyHm        ,Turkey & Ham FlatBd                       ,4141
FBx/TrkyHm        ,Turkey & Ham FBxLun                       ,4142
FfB/TrkyHm        ,Turkey & Ham FtFbd                        ,4143
FtL/TrkyHm        ,Turkey & Ham FtLong                       ,4144
Six/TrkyHm        ,Turkey & Ham 6 inch                       ,4145
Sld/TrkyHm        ,Turkey & Ham Salad                        ,4146
Wrp/TrkyHm        ,Turkey & Ham Wrap                         ,4147
adF/TrkyHm        ,Turkey & Ham AddFt                        ,4148
dmF/TrkyHm        ,Turkey & Ham ExtrFT                       ,4149
dm6/TrkyHm        ,Turkey & Ham Extr6                        ,4150
ad6/TrkyHm        ,Turkey & Ham Add6in                       ,4151
fBd/ChBcRn        ,Chicken Bcn Ranch FlatBd                  ,4152
FfB/ChBcRn        ,Chicken Bcn Ranch FtFbd                   ,4153
FtL/ChBcRn        ,Chicken Bcn Ranch FtLong                  ,4154
Six/ChBcRn        ,Chicken Bcn Ranch 6 inch                  ,4155
Sld/ChBcRn        ,Chicken Bcn Ranch Salad                   ,4156
Wrp/ChBcRn        ,Chicken Bcn Ranch Wrap                    ,4157
adF/ChBcRn        ,Chicken Bcn Ranch AddFt                   ,4158
dmF/ChBcRn        ,Chicken Bcn Ranch ExtrFT                  ,4159
